ID,2010,2012,2013,2013,2013,2013,2014,2014,2014,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative total capacity_ES,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,Lithium-iron phosphate battery,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Technology Sub-Type Unknown,Lithium-nickel-manganese-cobalt battery,Lithium polymer battery,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Electro-chemical battery and chemical storage,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,Lithium-iron phosphate battery,,,,,,,,Lithium-nickel-manganese-cobalt battery,Lithium polymer battery,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,1.0,0.57,3.0,1.0,1.0,3.0,1.0,1.0,0.33,0.23,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,106.0,570.0,3000.0,20.0,80.0,3000.0,23.0,47.0,330.0,69.0,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,106,1000,1000,20,80,1000,23,47,1000,300,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
Lithium-ion battery_Cumulative total capacity_ES,106.0,570.0,3000.0,20.0,80.0,3000.0,23.0,47.0,330.0,69.0,Lithium-ion battery,Spain,kW,DOE Global Energy Storage Database,Cumulative total capacity,National,ES
